Item_Weight,Item_Fat_Content,Item_Visibility,Item_MRP,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,Item_Type_Baking Goods,Item_Type_Breads,Item_Type_Breakfast,Item_Type_Canned,Item_Type_Dairy,Item_Type_Frozen Foods,Item_Type_Fruits and Vegetables,Item_Type_Hard Drinks,Item_Type_Health and Hygiene,Item_Type_Household,Item_Type_Meat,Item_Type_Others,Item_Type_Seafood,Item_Type_Snack Foods,Item_Type_Soft Drinks,Item_Type_Starchy Foods
7.365,0,0.042552205,225.172,2004,1,2,1,3395.58,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
20.5,0,0.020587886,89.583,1987,3,3,1,1797.66,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
7.97,0,0.0,172.0422,2009,2,3,2,5690.5926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
15.25,0,0.08995645,217.1192,1999,2,1,1,3235.788,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
16.35,1,0.062665642,225.6062,2009,2,3,2,1579.9434,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
11.1,0,0.176182345,158.1604,2004,1,2,1,1901.5248,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.8,0,0.022843501,177.8686,1997,1,1,1,4621.9836,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
14.3,1,0.034411238,98.6726,1997,1,1,1,782.9808,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16.75,0,0.128861359,86.2856,2004,1,2,1,1406.1696,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16.25,0,0.078290271,93.1804,1999,2,1,1,1194.4452,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
18.0,0,0.008539208,81.2618,2004,1,2,1,402.809,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.0,0,0.046447328,121.5414,1999,2,1,1,2436.828,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14.65,0,0.072178679,262.9594,1999,2,1,1,5233.188,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
10.195,0,0.112203445,111.786,2004,1,2,1,1697.79,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
19.35,1,0.082266419,48.8034,1997,1,1,1,340.2238,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16.7,1,0.038685176,146.6102,2009,2,3,2,2770.3938,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5.985,0,0.095795326,128.4678,1997,1,1,1,508.6712,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
15.7,0,0.045203854,180.266,1997,1,1,1,1617.894,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
12.5,0,0.020697723,198.8742,1997,1,1,1,5773.1518,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19.35,0,0.027827268,65.6168,2009,2,3,2,383.5008,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
17.2,0,0.156298858,162.1578,1997,1,1,1,1283.6624,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20.5,0,0.036140297,120.0756,1997,1,1,1,2302.3364,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
17.6,0,0.104791689,165.2868,1987,3,3,1,3111.9492,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
11.15,0,0.057021156,106.8622,1999,2,1,1,2011.3818,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.0,0,0.071371458,125.2362,1997,1,1,1,1384.1982,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
12.85,0,0.022696131,179.9318,2009,2,3,2,2706.477,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
15.5,0,0.053327763,44.477,1987,3,3,1,865.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
15.85,1,0.007145063,41.048,2004,1,2,1,479.376,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
13.35,0,0.139426044,148.3392,2004,1,2,1,3877.6192,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6.11,1,0.151925271,46.6086,2004,1,2,1,624.5204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
13.0,0,0.099479703,44.906,1999,2,1,1,652.484,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6.425,0,0.010454459,115.6808,1999,2,1,1,1406.1696,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7.535,0,0.081914677,120.344,1999,2,1,1,3835.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7.68,0,0.071010513,190.9162,1999,2,1,1,5195.2374,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10.3,0,0.069981909,263.0226,1987,3,3,1,6079.4198,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
10.1,0,0.024159767,114.715,2004,1,2,1,815.605,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
11.8,0,0.058975504,81.7618,2009,2,3,2,966.7416,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
15.1,1,0.096491904,134.4942,2009,2,3,2,1854.9188,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
11.3,1,0.054507422,96.3094,1987,3,3,1,666.4658,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
13.5,1,0.128709014,96.1068,1987,3,3,1,1846.9292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
13.65,0,0.03596071,186.3924,1997,1,1,1,1665.8316,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7.27,0,0.046520703,97.7384,1987,3,3,1,591.2304,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
14.7,0,0.072238195,47.5034,1987,3,3,1,972.068,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
14.15,0,0.042246575,54.2982,1999,2,1,1,1104.5622,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
12.3,1,0.058105769,60.4562,2004,1,2,1,1777.686,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
11.8,1,0.170141787,116.7834,1987,3,3,1,2303.668,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
13.6,1,0.049579883,110.0912,2004,1,2,1,1965.4416,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
11.6,0,0.0,178.2686,1999,2,1,1,1955.4546,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7.0,0,0.0,105.628,1999,2,1,1,1384.864,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
13.1,0,0.075695552,168.4158,1999,2,1,1,1504.0422,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
10.0,0,0.021407511,248.175,1987,3,3,1,3495.45,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6.98,0,0.041273236,82.4934,2009,2,3,2,982.7208,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
19.0,0,0.128090139,107.0622,1997,1,1,1,1376.2086,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
17.0,0,0.135707553,172.5106,2004,1,2,1,2053.3272,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
15.15,0,0.027774002,152.3708,2004,1,2,1,3159.8868,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12.15,0,0.14492016,224.4404,1987,3,3,1,1800.3232,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
17.25,1,0.125419157,40.048,1999,2,1,1,399.48,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6.46,1,0.049121972,144.6102,1987,3,3,1,2916.204,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5.78,1,0.074149074,262.2568,1997,1,1,1,5273.136,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
18.7,0,0.04604992,151.9682,1987,3,3,1,3354.3004,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7.35,0,0.028711412,39.9454,2009,2,3,2,377.5086,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
20.35,1,0.0,81.6276,1997,1,1,1,1787.0072,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
17.85,0,0.037826873,189.7188,1997,1,1,1,2285.0256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4.615,1,0.101747034,231.33,1987,3,3,1,4660.6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
15.0,0,0.0,47.2744,2004,1,2,1,679.116,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
12.1,1,0.061424738,56.7614,2009,2,3,2,1049.9666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9.195,1,0.117484834,158.5578,1997,1,1,1,2406.867,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
15.1,1,0.106097275,43.2796,2009,2,3,2,123.8388,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5.095,1,0.129395895,140.3838,1987,3,3,1,1826.2894,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
15.1,1,0.100265027,142.5786,2009,2,3,2,3323.0078,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
12.1,0,0.011557563,165.3526,1999,2,1,1,3453.5046,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6.235,0,0.119157788,263.791,2009,2,3,2,2103.928,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
10.65,1,0.085135953,232.3668,1997,1,1,1,3685.8688,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
18.25,0,0.04421348,173.408,1987,3,3,1,1038.648,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
19.6,0,0.094308058,251.8698,1999,2,1,1,3551.3772,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
9.6,1,0.014234595,190.2872,1999,2,1,1,4727.18,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
8.51,1,0.078526225,173.5422,1999,2,1,1,5000.8238,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5.88,0,0.0249887,150.3392,2009,2,3,2,447.4176,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8.905,0,0.143712172,60.2878,2009,2,3,2,1151.1682,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8.85,0,0.053822086,183.8292,1987,3,3,1,2554.0088,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
20.7,0,0.043011277,177.2028,2009,2,3,2,3364.9532,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6.3,0,0.127968205,209.627,2009,2,3,2,3984.813,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
17.5,1,0.007570599,144.6102,2009,2,3,2,2187.153,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5.765,0,0.081996785,40.1164,2004,1,2,1,540.6296,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17.75,1,0.067777778,186.924,2009,2,3,2,3169.208,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.355,0,0.013929059,94.1462,1997,1,1,1,2221.1088,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.5,1,0.0,143.3128,1997,1,1,1,1438.128,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12.5,0,0.112681821,119.144,2009,2,3,2,3235.788,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
20.75,0,0.02512588,150.4734,2004,1,2,1,890.8404,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7.96,0,0.028357839,163.2894,2004,1,2,1,4530.1032,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6.635,1,0.006335942,121.8098,1999,2,1,1,2048.6666,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.5,0,0.032845997,106.7938,1987,3,3,1,3215.814,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.13,0,0.076735903,62.4536,1997,1,1,1,1225.072,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7.315,0,0.01530184,154.434,1997,1,1,1,1378.206,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
15.85,0,0.137053947,94.4094,2009,2,3,2,1047.3034,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
15.0,0,0.0,43.4744,1997,1,1,1,543.2928,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
19.1,0,0.177236497,172.3422,2004,1,2,1,2586.633,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
19.0,0,0.111830282,105.4622,1987,3,3,1,952.7598,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
13.5,0,0.0,84.654,1999,2,1,1,1211.756,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16.75,1,0.008204465,99.8674,1999,2,1,1,2342.9502,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
14.85,1,0.009954237,158.263,1999,2,1,1,2659.871,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
13.5,1,0.067859568,60.1562,2004,1,2,1,1599.9174,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
17.7,1,0.041098734,80.9276,2009,2,3,2,487.3656,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
13.1,0,0.01209726,188.853,2004,1,2,1,3225.801,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
14.3,1,0.034382602,96.5726,1987,3,3,1,2251.0698,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.78,1,0.074451126,264.5568,2009,2,3,2,6327.7632,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
13.65,1,0.078786674,184.824,1997,1,1,1,3355.632,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
20.25,0,0.058935522,246.646,1997,1,1,1,2463.46,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
16.1,0,0.034306962,252.3356,1997,1,1,1,3815.034,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
17.6,1,0.076431919,113.2202,2009,2,3,2,2025.3636,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
9.065,0,0.115233813,94.4094,1987,3,3,1,2856.282,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
16.85,1,0.159825617,195.5478,2004,1,2,1,4262.4516,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
9.3,0,0.066727717,181.6292,1987,3,3,1,2371.5796,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6.215,0,0.012146608,37.9848,2004,1,2,1,782.9808,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
16.25,0,0.087158654,95.141,2004,1,2,1,2220.443,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
15.15,0,0.027756137,150.4708,1987,3,3,1,2106.5912,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13.15,0,0.092589917,159.5604,1987,3,3,1,1901.5248,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
12.15,0,0.0,117.615,1987,3,3,1,1514.695,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
20.85,0,0.121227447,197.5452,2004,1,2,1,4306.3944,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
18.2,1,0.066284519,247.2092,2004,1,2,1,3486.1288,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
8.3,0,0.03549838,36.6506,2009,2,3,2,455.4072,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
19.0,0,0.111902259,105.4622,2004,1,2,1,1905.5196,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
10.5,0,0.071548187,120.2098,2009,2,3,2,602.549,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8.8,0,0.071540443,210.6612,1999,2,1,1,2508.7344,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
17.75,1,0.156802171,242.1538,2004,1,2,1,4326.3684,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
20.75,0,0.024144862,123.373,2004,1,2,1,2093.941,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
16.7,1,0.062297249,60.6562,2009,2,3,2,592.562,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
15.35,1,0.113217223,191.1504,1997,1,1,1,1725.7536,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
12.1,0,0.0,177.3002,2004,1,2,1,3044.7034,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
12.15,0,0.0,118.515,2009,2,3,2,1398.18,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
16.35,0,0.013363902,106.128,2004,1,2,1,1917.504,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
7.27,0,0.07136748,111.8518,2009,2,3,2,2277.036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
13.8,0,0.058192802,246.9802,1999,2,1,1,5896.3248,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
20.25,1,0.022976493,240.3538,1999,2,1,1,4086.0146,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.3,0,0.111220521,65.7826,1997,1,1,1,968.739,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14.15,0,0.037967687,125.6046,1999,2,1,1,1618.5598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8.115,1,0.032158866,154.8972,1997,1,1,1,1713.7692,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
12.5,0,0.018845298,96.7384,2004,1,2,1,2759.0752,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9.8,1,0.056375879,84.6908,2004,1,2,1,1006.6896,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19.7,1,0.161356273,253.1014,2009,2,3,2,2805.0154,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
19.75,0,0.033942546,213.5902,1999,2,1,1,4460.1942,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
18.5,0,0.025740259,89.4172,1987,3,3,1,1605.9096,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
12.35,1,0.033754478,199.0426,2004,1,2,1,3361.6242,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5.365,1,0.140458316,169.7764,1999,2,1,1,3263.7516,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
20.5,1,0.0,82.8592,2004,1,2,1,908.1512,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8.71,0,0.139228412,49.5376,1997,1,1,1,1198.44,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
17.6,0,0.00799436,171.6422,1987,3,3,1,3793.7284,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
13.0,1,0.030083482,61.922,2004,1,2,1,1557.972,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
20.35,0,0.060649213,232.7616,1987,3,3,1,2812.3392,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18.6,0,0.151931742,101.1358,1987,3,3,1,1105.8938,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
17.85,0,0.052389407,120.9072,2009,2,3,2,2817.6656,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
16.35,0,0.013355306,105.528,1987,3,3,1,2024.032,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
14.15,0,0.034845668,242.7828,1987,3,3,1,3167.8764,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
17.2,1,0.025162022,145.9418,2004,1,2,1,1765.7016,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
20.35,1,0.014825605,233.2958,1997,1,1,1,4206.5244,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
9.3,0,0.043785694,191.6846,1997,1,1,1,3057.3536,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
16.35,0,0.029565309,256.4646,2009,2,3,2,515.3292,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
9.695,1,0.128283243,226.1404,1997,1,1,1,3375.606,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14.3,1,0.065195229,88.9856,2004,1,2,1,1669.8264,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
18.35,0,0.0,151.934,1987,3,3,1,306.268,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
15.2,0,0.09698132,116.3492,1987,3,3,1,2548.6824,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20.2,0,0.064351908,259.4646,2004,1,2,1,2061.3168,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
12.15,0,0.021719387,163.1184,2004,1,2,1,3467.4864,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14.85,0,0.018571641,187.3214,1997,1,1,1,4333.6922,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
11.8,0,0.0,45.2402,2009,2,3,2,1148.505,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
14.7,0,0.020952705,143.5128,1999,2,1,1,2444.8176,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
18.75,0,0.034278798,214.1218,1987,3,3,1,4488.1578,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
19.6,0,0.025325897,150.9024,1999,2,1,1,3795.06,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7.81,1,0.055216312,125.5046,2004,1,2,1,3237.1196,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
10.8,0,0.098814721,100.5042,2009,2,3,2,1884.8798,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
9.5,1,0.022058724,196.8452,1997,1,1,1,3523.4136,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20.7,1,0.100091576,125.5388,1987,3,3,1,2105.2596,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
15.6,0,0.037841362,125.2704,2009,2,3,2,2628.5784,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
9.0,0,0.081943273,214.5534,1987,3,3,1,3440.8544,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5.825,0,0.091857904,160.7894,2009,2,3,2,1617.894,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
12.85,0,0.108633372,233.8642,2009,2,3,2,2323.642,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
17.5,0,0.016720132,139.918,1987,3,3,1,419.454,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
17.0,0,0.055433377,221.1114,1997,1,1,1,4434.228,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7.05,0,0.084966021,111.1912,1997,1,1,1,1965.4416,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5.78,1,0.074135053,264.0568,2004,1,2,1,2109.2544,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
15.2,0,0.091745951,229.0352,2004,1,2,1,2290.352,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
11.35,1,0.00552947,169.279,2004,1,2,1,2376.906,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
16.25,0,0.087310672,95.541,1999,2,1,1,1544.656,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
12.85,0,0.022639195,179.7318,1999,2,1,1,2165.1816,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
8.84,1,0.076873991,109.9228,2009,2,3,2,1547.3192,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
17.75,0,0.111301625,107.5912,1997,1,1,1,1528.6768,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
10.65,0,0.0,57.1272,2004,1,2,1,279.636,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
13.1,0,0.07494003,75.0354,1997,1,1,1,902.8248,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
12.1,0,0.029902679,144.3444,2009,2,3,2,1161.1552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
13.85,1,0.056547986,232.73,2009,2,3,2,6291.81,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
16.35,0,0.034726222,125.602,1999,2,1,1,3036.048,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
18.35,0,0.088908547,192.8504,1987,3,3,1,2876.256,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
12.1,0,0.020568574,150.4734,1997,1,1,1,2078.6276,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
12.1,0,0.020564685,148.2734,2004,1,2,1,3266.4148,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
19.25,1,0.058226609,85.2908,1987,3,3,1,671.1264,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8.71,1,0.072155462,183.3924,1997,1,1,1,3146.5708,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
10.5,0,0.027253711,170.9106,1987,3,3,1,3251.1014,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
11.6,1,0.144604071,240.8222,2009,2,3,2,3585.333,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
8.05,1,0.078400465,259.0646,1997,1,1,1,4380.2982,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10.3,1,0.058918844,191.653,1999,2,1,1,5313.084,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
12.5,0,0.031176157,103.099,2009,2,3,2,722.393,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
7.63,0,0.061159246,92.5436,1999,2,1,1,1607.2412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
13.5,1,0.0,78.396,2004,1,2,1,1438.128,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
8.21,0,0.010808272,150.5392,2009,2,3,2,1043.9744,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
11.65,1,0.010963269,110.9544,2009,2,3,2,335.5632,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
7.72,1,0.075035902,78.7986,2009,2,3,2,856.8846,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.88,0,0.024882614,149.4392,2004,1,2,1,1640.5312,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6.85,0,0.022878953,262.3594,2004,1,2,1,3924.891,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
7.52,0,0.055081623,128.8994,1987,3,3,1,2055.9904,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
13.65,1,0.025920816,81.2302,1997,1,1,1,2059.9852,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
12.1,0,0.030102335,74.767,1987,3,3,1,2220.443,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5.98,0,0.043740308,145.3418,2009,2,3,2,2354.2688,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
9.0,0,0.069653585,266.2884,1999,2,1,1,2914.8724,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7.145,0,0.01785932,160.6578,2009,2,3,2,2246.4092,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
19.5,0,0.128181759,156.1314,2004,1,2,1,2792.3652,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.71,0,0.121250374,92.7778,1997,1,1,1,1032.6558,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
11.5,0,0.014921093,173.908,2009,2,3,2,1211.756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
